# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,1st Tm,2nd Tm,3rd Tm,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,Year
ORV,F,David West,28,NOH,12,610,0.02,,,,76,39.2,21.0,8.5,2.3,0.6,0.9,0.472,0.24,0.884,7.8,0.125,2008
ORV,G,Mo Williams,26,CLE,10,610,0.016,,,,81,35.0,17.8,3.4,4.1,0.9,0.1,0.467,0.436,0.912,9.8,0.165,2008
ORV,C,Al Jefferson,24,MIN,8,610,0.013,,,,50,36.7,23.1,11.0,1.6,0.8,1.7,0.497,0.0,0.738,4.9,0.128,2008
ORV,F,Antawn Jamison,32,WAS,7,610,0.011,,,,81,38.2,22.2,8.9,1.9,1.2,0.3,0.468,0.351,0.754,8.1,0.126,2008
ORV,G,Steve Nash,34,PHO,7,610,0.011,,,,74,33.6,15.7,3.0,9.7,0.7,0.1,0.503,0.439,0.933,7.3,0.14,2008
ORV,G,Ray Allen,33,BOS,6,610,0.01,,,,79,36.4,18.2,3.5,2.8,0.9,0.2,0.48,0.409,0.952,11.1,0.186,2008
ORV,F,Nenê,26,DEN,6,610,0.01,,,,77,32.6,14.6,7.8,1.4,1.2,1.3,0.604,0.2,0.723,9.3,0.177,2008
ORV,G,Devin Harris,25,NJN,5,610,0.008,,,,69,36.1,21.3,3.3,6.9,1.7,0.2,0.438,0.291,0.82,7.5,0.145,2008
ORV,F,LaMarcus Aldridge,23,POR,4,610,0.007,,,,81,37.1,18.1,7.5,1.9,1.0,1.0,0.484,0.25,0.781,9.5,0.151,2008
ORV,F,David Lee,25,NYK,4,610,0.007,,,,81,34.9,16.0,11.7,2.1,1.0,0.3,0.549,0.0,0.755,9.0,0.154,2008
ORV,G,Rajon Rondo,22,BOS,2,610,0.003,0.0,0.0,2.0,80,33.0,11.9,5.2,8.2,1.9,0.1,0.505,0.313,0.642,9.9,0.179,2008
ORV,F,Carlos Boozer,27,UTA,1,610,0.002,0.0,0.0,1.0,37,32.4,16.2,10.4,2.1,1.1,0.2,0.49,,0.698,2.6,0.105,2008
ORV,F,Caron Butler,28,WAS,1,610,0.002,0.0,0.0,1.0,67,38.6,20.8,6.2,4.3,1.6,0.3,0.453,0.31,0.858,4.5,0.083,2008
ORV,F,Vince Carter,32,NJN,1,610,0.002,0.0,0.0,1.0,80,36.8,20.8,5.1,4.7,1.0,0.5,0.437,0.385,0.817,7.5,0.123,2008
ORV,F,Andre Iguodala,25,PHI,1,610,0.002,0.0,0.0,1.0,82,39.9,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,9.2,0.134,2008
ORV,G,Andre Miller,32,PHI,1,610,0.002,0.0,0.0,1.0,82,36.3,16.3,4.5,6.5,1.3,0.2,0.473,0.283,0.826,8.8,0.141,2008
ORV,F,Paul Millsap,23,UTA,1,610,0.002,0.0,0.0,1.0,76,30.1,13.5,8.6,1.8,1.0,1.0,0.534,0.0,0.699,7.7,0.162,2008
ORV,C,Jermaine O'Neal,30,TOT,1,610,0.002,0.0,0.0,1.0,68,29.8,13.3,6.4,1.8,0.4,2.0,0.474,0.0,0.788,2.6,0.06,2008
ORV,G,Derrick Rose,20,CHI,1,610,0.002,0.0,0.0,1.0,81,37.0,16.8,3.9,6.3,0.8,0.2,0.475,0.222,0.788,4.9,0.078,2008
ORV,F,Hedo Türkoğlu,29,ORL,1,610,0.002,0.0,0.0,1.0,77,36.6,16.8,5.3,4.9,0.8,0.2,0.413,0.356,0.807,7.3,0.125,2008
1st,C,Dwight Howard,24,ORL,610,610,1.0,122.0,0.0,0.0,82,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,2009
1st,F,LeBron James,25,CLE,610,610,1.0,122.0,0.0,0.0,76,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,2009
1st,G,Kobe Bryant,31,LAL,604,610,0.99,119.0,,,73,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.329,0.811,9.4,0.16,2009
1st,F,Kevin Durant,21,OKC,579,610,0.949,107.0,,,82,39.5,30.1,7.6,2.8,1.4,1.0,0.476,0.365,0.9,16.1,0.238,2009
1st,G,Dwyane Wade,28,MIA,520,610,0.852,81.0,,,77,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13.0,0.224,2009
2nd,G,Steve Nash,35,PHO,366,610,0.6,24.0,,,81,32.8,16.5,3.3,11.0,0.5,0.1,0.507,0.426,0.938,9.9,0.178,2009
2nd,F,Dirk Nowitzki,31,DAL,356,610,0.584,10.0,,,81,37.5,25.0,7.7,2.7,0.9,1.0,0.481,0.421,0.915,12.3,0.194,2009
2nd,G,Deron Williams,25,UTA,343,610,0.562,14.0,,,76,36.9,18.7,4.0,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,2009
2nd,F,Carmelo Anthony,25,DEN,321,610,0.526,9.0,,,69,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145,2009
2nd,C,Amar'e Stoudemire,27,PHO,239,610,0.392,2.0,,,82,34.6,23.1,8.9,1.0,0.6,1.0,0.557,0.167,0.771,10.7,0.181,2009
3rd,C,Andrew Bogut,25,MIL,149,610,0.244,0.0,,,69,32.3,15.9,10.2,1.8,0.6,2.5,0.52,0.0,0.629,7.5,0.161,2009
3rd,F,Tim Duncan,33,SAS,125,610,0.205,0.0,,,78,31.3,17.9,10.1,3.2,0.6,1.5,0.518,0.182,0.725,10.9,0.215,2009
3rd,G,Joe Johnson,28,ATL,118,610,0.193,0.0,,,76,38.0,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14,2009
3rd,F,Pau Gasol,29,LAL,94,610,0.154,0.0,,,65,37.0,18.3,11.3,3.4,0.6,1.7,0.536,0.0,0.79,11.0,0.22,2009
3rd,G,Brandon Roy,25,POR,87,610,0.143,0.0,,,65,37.2,21.5,4.4,4.7,0.9,0.2,0.473,0.33,0.78,9.1,0.18,2009
ORV,C,Chris Bosh,25,TOR,80,610,0.131,0.0,,,70,36.1,24.0,10.8,2.4,0.6,1.0,0.518,0.364,0.797,9.6,0.182,2009
ORV,G,Rajon Rondo,23,BOS,47,610,0.077,0.0,,,81,36.6,13.7,4.4,9.8,2.3,0.1,0.508,0.213,0.621,9.6,0.156,2009
ORV,F,David Lee,26,NYK,43,610,0.07,0.0,,,81,37.3,20.2,11.7,3.6,1.0,0.5,0.545,0.0,0.812,10.3,0.163,2009
ORV,F,Carlos Boozer,28,UTA,33,610,0.054,0.0,,,78,34.3,19.5,11.2,3.2,1.1,0.5,0.562,,0.742,9.9,0.178,2009
ORV,G,Chauncey Billups,33,DEN,24,610,0.039,0.0,,,73,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182,2009
ORV,F,Zach Randolph,28,MEM,20,610,0.033,0.0,,,81,37.7,20.8,11.7,1.8,1.0,0.4,0.488,0.288,0.778,9.7,0.153,2009
ORV,C,Al Horford,23,ATL,19,610,0.031,0.0,,,81,35.1,14.2,9.9,2.3,0.7,1.1,0.551,1.0,0.789,10.9,0.183,2009
ORV,G,Jason Kidd,36,DAL,18,610,0.03,0.0,,,80,36.0,10.3,5.6,9.1,1.8,0.4,0.423,0.425,0.808,8.9,0.148,2009
ORV,G,Derrick Rose,21,CHI,15,610,0.025,0.0,,,78,36.8,20.8,3.8,6.0,0.7,0.3,0.489,0.267,0.766,6.0,0.1,2009
ORV,G,Chris Paul,24,NOH,14,610,0.023,0.0,,,45,38.0,18.7,4.2,10.7,2.1,0.2,0.493,0.409,0.847,7.3,0.204,2009
ORV,G,Manu Ginóbili,32,SAS,13,610,0.021,0.0,,,75,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,2009
ORV,C,Chris Kaman,27,LAC,9,610,0.015,0.0,,,76,34.3,18.5,9.3,1.6,0.5,1.2,0.49,0.0,0.749,2.4,0.044,2009
ORV,C,Brook Lopez,21,NJN,6,610,0.01,0.0,,,82,36.9,18.8,8.6,2.3,0.7,1.7,0.499,0.0,0.817,7.9,0.125,2009
ORV,F,Paul Pierce,32,BOS,6,610,0.01,0.0,,,71,34.0,18.3,4.4,3.1,1.2,0.4,0.472,0.414,0.852,8.3,0.165,2009
ORV,F,Josh Smith,24,ATL,6,610,0.01,0.0,,,81,35.4,15.7,8.7,4.2,1.6,2.1,0.505,0.0,0.618,9.3,0.155,2009
ORV,F,Gerald Wallace,27,CHA,5,610,0.008,0.0,,,76,41.0,18.2,10.0,2.1,1.5,1.1,0.484,0.371,0.776,11.5,0.177,2009
ORV,C,Marcus Camby,35,TOT,3,610,0.005,0.0,,,74,31.3,7.5,11.8,2.5,1.3,2.0,0.475,0.286,0.639,6.8,0.142,2009
ORV,C,Andrew Bynum,22,LAL,2,610,0.003,0.0,0.0,2.0,65,30.4,15.0,8.3,1.0,0.5,1.4,0.57,0.0,0.739,7.8,0.188,2009
ORV,F,Danny Granger,26,IND,2,610,0.003,0.0,0.0,2.0,62,36.7,24.1,5.5,2.8,1.5,0.8,0.428,0.361,0.848,6.2,0.131,2009
ORV,F,Kevin Garnett,33,BOS,1,610,0.002,0.0,0.0,1.0,69,29.9,14.3,7.3,2.7,1.0,0.8,0.521,0.2,0.837,7.3,0.171,2009
ORV,G,Tony Parker,27,SAS,1,610,0.002,0.0,0.0,1.0,56,30.9,16.0,2.4,5.7,0.5,0.1,0.487,0.294,0.756,3.6,0.101,2009
ORV,F,David West,29,NOH,1,610,0.002,0.0,0.0,1.0,81,36.4,19.0,7.5,3.0,0.9,0.7,0.505,0.259,0.865,7.5,0.122,2009
ORV,G,Mo Williams,27,CLE,1,610,0.002,0.0,0.0,1.0,69,34.2,15.8,3.0,5.3,1.0,0.3,0.442,0.429,0.894,6.7,0.136,2009
1st,F,LeBron James,26,MIA,595,595,1.0,119.0,0.0,0.0,79,38.8,26.7,7.5,7.0,1.6,0.6,0.51,0.33,0.759,15.6,0.244,2010
1st,C,Dwight Howard,25,ORL,593,595,0.997,118.0,1.0,0.0,78,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0.0,0.596,14.4,0.235,2010
1st,G,Derrick Rose,22,CHI,593,595,0.997,118.0,1.0,0.0,81,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.208,2010
1st,G,Kobe Bryant,32,LAL,551,595,0.926,98.0,,,82,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178,2010
1st,F,Kevin Durant,22,OKC,492,595,0.827,69.0,,,78,38.9,27.7,6.8,2.7,1.1,1.0,0.462,0.35,0.88,12.0,0.189,2010
2nd,F,Dirk Nowitzki,32,DAL,437,595,0.734,47.0,,,73,34.3,23.0,7.0,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213,2010
2nd,C,Amar'e Stoudemire,28,NYK,437,595,0.734,2.0,,,78,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8.0,0.134,2010
2nd,G,Dwyane Wade,29,MIA,392,595,0.659,24.0,,,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,2010
2nd,F,Pau Gasol,30,LAL,259,595,0.435,2.0,,,82,37.0,18.8,10.2,3.3,0.6,1.6,0.529,0.333,0.823,14.7,0.232,2010
2nd,G,Russell Westbrook,22,OKC,184,595,0.309,0.0,,,82,34.7,21.9,4.6,8.2,1.9,0.4,0.442,0.33,0.842,9.4,0.159,2010
3rd,G,Chris Paul,25,NOH,157,595,0.264,0.0,,,80,36.0,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232,2010
3rd,F,LaMarcus Aldridge,25,POR,135,595,0.227,0.0,,,81,39.6,21.8,8.8,2.1,1.0,1.2,0.5,0.174,0.791,11.1,0.166,2010
3rd,G,Manu Ginóbili,33,SAS,106,595,0.178,0.0,,,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,2010
3rd,F,Zach Randolph,29,MEM,67,595,0.113,0.0,,,75,36.3,20.1,12.2,2.2,0.8,0.3,0.503,0.186,0.758,10.5,0.185,2010
3rd,C,Al Horford,24,ATL,62,595,0.104,0.0,,,77,35.1,15.3,9.3,3.5,0.8,1.0,0.557,0.5,0.798,10.1,0.179,2010
ORV,G,Rajon Rondo,24,BOS,68,595,0.114,0.0,,,68,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126,2010
ORV,F,Paul Pierce,33,BOS,55,595,0.092,0.0,,,80,34.7,18.9,5.4,3.3,1.0,0.6,0.497,0.374,0.86,11.6,0.201,2010
ORV,F,Carmelo Anthony,26,TOT,53,595,0.089,0.0,,,77,35.7,25.6,7.3,2.9,0.9,0.6,0.455,0.378,0.838,7.9,0.138,2010
ORV,F,Kevin Love,22,MIN,48,595,0.081,0.0,,,73,35.8,20.2,15.2,2.5,0.6,0.4,0.47,0.417,0.85,11.4,0.21,2010
ORV,F,Tim Duncan,34,SAS,43,595,0.072,0.0,,,76,28.4,13.4,8.9,2.7,0.7,1.9,0.5,0.0,0.716,7.7,0.171,2010
ORV,F,Blake Griffin,21,LAC,36,595,0.061,0.0,,,82,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,2010
ORV,G,Tony Parker,28,SAS,27,595,0.045,0.0,,,78,32.4,17.5,3.1,6.6,1.2,0.0,0.519,0.357,0.769,8.2,0.156,2010
ORV,F,Kevin Garnett,34,BOS,22,595,0.037,0.0,,,71,31.3,14.9,8.9,2.4,1.3,0.8,0.528,0.2,0.862,9.0,0.194,2010
ORV,G,Deron Williams,26,TOT,19,595,0.032,0.0,,,65,37.9,20.1,4.0,10.3,1.2,0.2,0.439,0.331,0.845,7.3,0.142,2010
ORV,G,Steve Nash,36,PHO,17,595,0.029,0.0,,,75,33.3,14.7,3.5,11.4,0.6,0.1,0.492,0.395,0.912,7.9,0.153,2010
ORV,C,Andrew Bogut,26,MIL,13,595,0.022,0.0,,,65,35.3,12.8,11.1,2.0,0.7,2.6,0.495,0.0,0.442,5.4,0.112,2010
ORV,G,Monta Ellis,25,GSW,11,595,0.018,0.0,,,80,40.3,24.1,3.5,5.6,2.1,0.3,0.451,0.361,0.789,6.0,0.089,2010
ORV,F,Nenê,28,DEN,11,595,0.018,0.0,,,75,30.5,14.5,7.6,2.0,1.1,1.0,0.615,0.2,0.711,9.6,0.201,2010
ORV,C,Andrew Bynum,23,LAL,9,595,0.015,0.0,,,54,27.8,11.3,9.4,1.4,0.4,2.0,0.574,,0.66,6.6,0.21,2010
ORV,C,Tyson Chandler,28,DAL,7,595,0.012,0.0,,,74,27.8,10.1,9.4,0.4,0.5,1.1,0.654,,0.732,9.4,0.218,2010
ORV,G,Kevin Martin,27,HOU,7,595,0.012,0.0,,,80,32.5,23.5,3.2,2.5,1.0,0.2,0.436,0.383,0.888,9.5,0.175,2010
ORV,C,Joakim Noah,25,CHI,5,595,0.008,0.0,,,48,32.8,11.7,10.4,2.2,1.0,1.5,0.525,0.0,0.739,6.7,0.205,2010
ORV,C,Marc Gasol,26,MEM,3,595,0.005,0.0,,,81,31.9,11.7,7.0,2.5,0.9,1.7,0.527,0.429,0.748,7.9,0.146,2010
ORV,C,Al Jefferson,26,UTA,3,595,0.005,0.0,,,82,35.9,18.6,9.7,1.8,0.6,1.9,0.496,,0.761,7.8,0.128,2010
ORV,C,Kendrick Perkins,26,TOT,3,595,0.005,0.0,,,29,25.6,6.0,8.0,0.9,0.3,0.9,0.515,,0.556,1.0,0.063,2010
ORV,C,Andrea Bargnani,25,TOR,2,595,0.003,0.0,0.0,2.0,66,35.7,21.4,5.2,1.8,0.5,0.7,0.448,0.345,0.82,2.5,0.052,2010
ORV,F,Chris Bosh,26,MIA,2,595,0.003,0.0,0.0,2.0,77,36.3,18.7,8.3,1.9,0.8,0.6,0.496,0.24,0.815,10.3,0.177,2010
ORV,G,Ray Allen,35,BOS,1,595,0.002,0.0,0.0,1.0,80,36.1,16.5,3.4,2.7,1.0,0.2,0.491,0.444,0.881,10.0,0.166,2010
ORV,F,Luol Deng,25,CHI,1,595,0.002,0.0,0.0,1.0,82,39.1,17.4,5.8,2.8,1.0,0.6,0.46,0.345,0.753,9.9,0.149,2010
ORV,G,Eric Gordon,22,LAC,1,595,0.002,0.0,0.0,1.0,56,37.7,22.3,2.9,4.4,1.3,0.3,0.45,0.364,0.825,5.3,0.12,2010
ORV,F,Andre Iguodala,27,PHI,1,595,0.002,0.0,0.0,1.0,67,36.9,14.1,5.8,6.3,1.5,0.6,0.445,0.337,0.693,6.7,0.13,2010
ORV,G,Jason Kidd,37,DAL,1,595,0.002,0.0,0.0,1.0,80,33.2,7.9,4.4,8.2,1.7,0.4,0.361,0.34,0.87,6.4,0.116,2010
ORV,C,Emeka Okafor,28,NOH,1,595,0.002,0.0,0.0,1.0,72,31.8,10.3,9.5,0.6,0.6,1.8,0.573,0.0,0.562,6.5,0.136,2010
ORV,F,Luis Scola,30,HOU,1,595,0.002,0.0,0.0,1.0,74,32.6,18.3,8.2,2.5,0.6,0.6,0.504,0.0,0.738,5.5,0.11,2010
ORV,F,Gerald Wallace,28,TOT,1,595,0.002,0.0,0.0,1.0,71,37.9,15.7,8.0,2.4,1.5,0.9,0.454,0.333,0.746,6.2,0.111,2010
1st,F,LeBron James,27,MIA,596,600,0.993,118.0,2.0,0.0,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,2011
1st,F,Kevin Durant,23,OKC,591,600,0.985,117.0,,,66,38.6,28.0,8.0,3.5,1.3,1.2,0.496,0.387,0.86,12.2,0.23,2011
1st,G,Kobe Bryant,33,LAL,568,600,0.947,104.0,,,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,2011
1st,G,Chris Paul,26,LAC,484,600,0.807,74.0,,,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,2011
1st,C,Dwight Howard,26,ORL,476,600,0.793,75.0,,,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0.0,0.491,7.7,0.179,2011
2nd,C,Andrew Bynum,24,LAL,400,600,0.667,33.0,,,60,35.2,18.7,11.8,1.4,0.5,1.9,0.558,0.2,0.692,8.0,0.183,2011
2nd,G,Tony Parker,29,SAS,367,600,0.612,41.0,,,60,32.1,18.3,2.9,7.7,1.0,0.1,0.48,0.23,0.799,7.1,0.177,2011
2nd,F,Kevin Love,23,MIN,365,600,0.608,16.0,,,55,39.0,26.0,13.3,2.0,0.9,0.5,0.448,0.372,0.824,10.0,0.223,2011
2nd,G,Russell Westbrook,23,OKC,239,600,0.398,5.0,,,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,2011
2nd,F,Blake Griffin,22,LAC,170,600,0.283,0.0,,,66,36.2,20.7,10.9,3.2,0.8,0.7,0.549,0.125,0.521,9.2,0.185,2011
3rd,G,Dwyane Wade,30,MIA,235,600,0.392,1.0,,,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,2011
3rd,F,Carmelo Anthony,27,NYK,154,600,0.257,1.0,,,55,34.1,22.6,6.3,3.6,1.1,0.4,0.43,0.335,0.804,6.2,0.16,2011
3rd,G,Rajon Rondo,25,BOS,142,600,0.237,4.0,,,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,2011
3rd,F,Dirk Nowitzki,33,DAL,136,600,0.227,0.0,,,62,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175,2011
3rd,C,Tyson Chandler,29,NYK,60,600,0.1,4.0,,,62,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0.0,0.689,9.5,0.22,2011
ORV,F,LaMarcus Aldridge,26,POR,55,600,0.092,0.0,,,55,36.3,21.7,8.0,2.4,0.9,0.8,0.512,0.182,0.814,7.0,0.169,2011
ORV,C,Marc Gasol,27,MEM,52,600,0.087,0.0,,,65,36.5,14.6,8.9,3.1,1.0,1.9,0.482,0.083,0.748,8.2,0.166,2011
ORV,G,Derrick Rose,23,CHI,44,600,0.073,0.0,,,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6.0,0.211,2011
ORV,F,Josh Smith,26,ATL,33,600,0.055,0.0,,,66,35.3,18.8,9.6,3.9,1.4,1.7,0.458,0.257,0.63,6.8,0.139,2011
ORV,F,Paul Pierce,34,BOS,31,600,0.052,0.0,,,61,34.0,19.4,5.2,4.5,1.1,0.4,0.443,0.366,0.852,7.0,0.161,2011
ORV,C,Al Jefferson,27,UTA,30,600,0.05,0.0,,,61,34.0,19.2,9.6,2.2,0.8,1.7,0.492,0.25,0.774,7.5,0.173,2011
ORV,C,Pau Gasol,31,LAL,27,600,0.045,0.0,,,65,37.4,17.4,10.4,3.6,0.6,1.4,0.501,0.259,0.782,8.3,0.165,2011
ORV,G,Steve Nash,37,PHO,24,600,0.04,0.0,,,62,31.6,12.5,3.0,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,2011
ORV,F,Kevin Garnett,35,BOS,22,600,0.037,0.0,,,60,31.1,15.8,8.2,2.9,0.9,1.0,0.503,0.333,0.857,6.9,0.178,2011
ORV,F,Tim Duncan,35,SAS,18,600,0.03,0.0,,,58,28.2,15.4,9.0,2.3,0.7,1.5,0.492,0.0,0.695,5.9,0.174,2011
ORV,G,Joe Johnson,30,ATL,16,600,0.027,0.0,,,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,2011
ORV,G,Deron Williams,27,NJN,14,600,0.023,0.0,,,55,36.3,21.0,3.3,8.7,1.2,0.4,0.407,0.336,0.843,4.1,0.099,2011
ORV,F,Rudy Gay,25,MEM,10,600,0.017,0.0,,,65,37.3,19.0,6.4,2.3,1.5,0.8,0.455,0.312,0.791,6.0,0.12,2011
ORV,G,James Harden,22,OKC,8,600,0.013,0.0,,,62,31.4,16.8,4.1,3.7,1.0,0.2,0.491,0.39,0.846,9.3,0.23,2011
ORV,F,Luol Deng,26,CHI,5,600,0.008,0.0,,,54,39.4,15.3,6.5,2.9,1.0,0.7,0.412,0.367,0.77,5.8,0.132,2011
ORV,C,Roy Hibbert,25,IND,5,600,0.008,0.0,,,65,29.8,12.8,8.8,1.7,0.5,2.0,0.497,0.0,0.711,6.2,0.154,2011
ORV,G,Manu Ginóbili,34,SAS,3,600,0.005,0.0,,,34,23.3,12.9,3.4,4.4,0.7,0.4,0.526,0.413,0.871,4.2,0.257,2011
ORV,F,Danny Granger,28,IND,3,600,0.005,0.0,,,62,33.3,18.7,5.0,1.8,1.0,0.6,0.416,0.381,0.873,6.7,0.155,2011
ORV,C,Joakim Noah,26,CHI,3,600,0.005,0.0,,,64,30.4,10.2,9.8,2.5,0.6,1.4,0.508,0.0,0.748,9.0,0.223,2011
ORV,F,Chris Bosh,27,MIA,2,600,0.003,0.0,0.0,2.0,57,35.2,18.0,7.9,1.8,0.9,0.8,0.487,0.286,0.821,6.9,0.165,2011
ORV,G,Monta Ellis,26,TOT,2,600,0.003,0.0,0.0,2.0,58,36.6,20.4,3.4,6.0,1.5,0.3,0.433,0.308,0.796,2.6,0.059,2011
ORV,C,Marcin Gortat,27,PHO,2,600,0.003,0.0,0.0,2.0,66,32.0,15.4,10.0,0.9,0.7,1.5,0.555,0.0,0.649,7.6,0.172,2011
ORV,F,Serge Ibaka,22,OKC,2,600,0.003,0.0,0.0,2.0,66,27.2,9.1,7.5,0.4,0.5,3.7,0.535,0.333,0.661,6.2,0.167,2011
ORV,F,Paul Millsap,26,UTA,2,600,0.003,0.0,0.0,2.0,64,32.8,16.6,8.8,2.3,1.8,0.8,0.495,0.226,0.792,7.8,0.179,2011
ORV,F,Luis Scola,31,HOU,2,600,0.003,0.0,0.0,2.0,66,31.3,15.5,6.5,2.1,0.5,0.4,0.491,0.0,0.773,3.4,0.08,2011
ORV,C,DeMarcus Cousins,21,SAC,1,600,0.002,0.0,0.0,1.0,64,30.5,18.1,11.0,1.6,1.5,1.2,0.448,0.143,0.702,4.2,0.104,2011
ORV,F,David Lee,28,GSW,1,600,0.002,0.0,0.0,1.0,57,37.2,20.1,9.6,2.8,0.9,0.4,0.503,0.0,0.782,5.0,0.113,2011
1st,F,LeBron James,28,MIA,595,595,1.0,119.0,0.0,0.0,76,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,2012
1st,F,Kevin Durant,24,OKC,555,595,0.933,102.0,,,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,2012
1st,G,Chris Paul,27,LAC,537,595,0.903,97.0,,,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,2012
1st,G,Kobe Bryant,34,LAL,521,595,0.876,91.0,,,78,38.6,27.3,5.6,6.0,1.4,0.3,0.463,0.324,0.839,10.9,0.174,2012
1st,C,Tim Duncan,36,SAS,392,595,0.659,45.0,,,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,2012
2nd,F,Carmelo Anthony,28,NYK,397,595,0.667,24.0,,,67,37.0,28.7,6.9,2.6,0.8,0.5,0.449,0.379,0.83,9.5,0.184,2012
2nd,G,Russell Westbrook,24,OKC,306,595,0.514,20.0,,,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,2012
2nd,C,Marc Gasol,28,MEM,295,595,0.496,38.0,,,80,35.0,14.1,7.8,4.0,1.0,1.7,0.494,0.071,0.848,11.5,0.197,2012
2nd,G,Tony Parker,30,SAS,273,595,0.459,16.0,,,66,32.9,20.3,3.0,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,2012
2nd,F,Blake Griffin,23,LAC,132,595,0.222,0.0,,,80,32.5,18.0,8.3,3.7,1.2,0.6,0.538,0.179,0.66,10.6,0.196,2012
3rd,G,James Harden,23,HOU,253,595,0.425,5.0,,,78,38.3,25.9,4.9,5.8,1.8,0.5,0.438,0.368,0.851,12.8,0.206,2012
3rd,C,Dwight Howard,27,LAL,203,595,0.341,17.0,,,76,35.8,17.1,12.4,1.4,1.1,2.4,0.578,0.167,0.492,7.6,0.134,2012
3rd,G,Dwyane Wade,31,MIA,145,595,0.244,3.0,,,69,34.7,21.2,5.0,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,2012
3rd,F,David Lee,29,GSW,79,595,0.133,0.0,,,79,36.8,18.5,11.2,3.5,0.8,0.3,0.519,0.0,0.797,9.1,0.15,2012
3rd,F,Paul George,22,IND,73,595,0.123,0.0,,,79,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9.0,0.145,2012
ORV,C,Brook Lopez,24,BRK,132,595,0.222,7.0,,,74,30.4,19.4,6.9,0.9,0.4,2.1,0.521,0.0,0.758,9.0,0.191,2012
ORV,G,Stephen Curry,24,GSW,72,595,0.121,0.0,,,78,38.2,22.9,4.0,6.9,1.6,0.2,0.451,0.453,0.9,11.2,0.18,2012
ORV,F,LaMarcus Aldridge,27,POR,62,595,0.104,0.0,,,74,37.7,21.1,9.1,2.6,0.8,1.2,0.484,0.143,0.81,7.2,0.124,2012
ORV,F,Chris Bosh,28,MIA,59,595,0.099,4.0,,,74,33.2,16.6,6.8,1.7,0.9,1.4,0.535,0.284,0.798,9.0,0.175,2012
ORV,C,Joakim Noah,27,CHI,56,595,0.094,3.0,,,66,36.8,11.9,11.1,4.0,1.2,2.1,0.481,0.0,0.751,7.3,0.145,2012
